customer_id,segment,retention_priority,R_score,F_score,M_score,RFM_score
CUST01848,Loyal Customers,3,5,3,5,13
CUST01849,Potential Loyalists,2,4,2,2,8
CUST01850,Potential Loyalists,2,4,2,2,8
CUST01851,Hibernating,6,1,1,1,3
CUST01852,Needs Attention,5,3,2,2,7
CUST01853,Hibernating,6,1,2,2,5
CUST01854,At Risk,1,1,3,4,8
CUST01855,Loyal Customers,3,3,3,5,11
CUST01856,Hibernating,6,1,1,1,3
CUST01857,Needs Attention,5,3,2,1,6
CUST01858,Potential Loyalists,2,5,2,2,9
CUST01859,Loyal Customers,3,5,3,4,12
CUST01860,Loyal Customers,3,5,3,3,11
CUST01861,Loyal Customers,3,5,3,5,13
CUST01862,Champions,4,5,4,5,14
CUST01863,Hibernating,6,1,1,1,3
CUST01864,Hibernating,6,1,1,1,3
CUST01865,Loyal Customers,3,3,3,4,10
CUST01866,Needs Attention,5,3,2,2,7
CUST01867,Potential Loyalists,2,5,2,2,9
CUST01868,Loyal Customers,3,3,3,4,10
CUST01869,Loyal Customers,3,3,4,4,11
CUST01870,At Risk,1,2,3,4,9
CUST01871,At Risk,1,2,2,4,8
CUST01872,Potential Loyalists,2,4,2,3,9
CUST01873,Loyal Customers,3,5,3,4,12
CUST01874,Potential Loyalists,2,4,2,2,8
CUST01875,Needs Attention,5,3,2,1,6
CUST01876,At Risk,1,2,2,3,7
CUST01877,Loyal Customers,3,4,3,5,12
CUST01878,Potential Loyalists,2,4,2,1,7
CUST01879,Potential Loyalists,2,4,2,3,9
CUST01880,Hibernating,6,1,1,1,3
CUST01881,Loyal Customers,3,5,3,3,11
CUST01882,Hibernating,6,1,1,1,3
CUST01883,Loyal Customers,3,5,3,4,12
CUST01884,Hibernating,6,1,1,1,3
CUST01885,Champions,4,5,4,5,14
CUST01886,Needs Attention,5,3,2,1,6
CUST01887,At Risk,1,2,3,1,6
CUST01888,Potential Loyalists,2,4,4,2,10
CUST01889,Loyal Customers,3,3,3,4,10
CUST01890,Hibernating,6,1,1,1,3
CUST01891,Hibernating,6,1,1,1,3
CUST01892,Potential Loyalists,2,4,2,2,8
CUST01893,Needs Attention,5,3,2,4,9
CUST01894,Hibernating,6,1,1,1,3
CUST01895,Hibernating,6,1,1,1,3
CUST01896,Needs Attention,5,3,2,1,6
CUST01897,Loyal Customers,3,4,3,4,11
CUST01898,Hibernating,6,1,1,1,3
CUST01899,Loyal Customers,3,3,3,4,10
CUST01900,Loyal Customers,3,3,4,5,12
CUST01901,At Risk,1,1,2,3,6
CUST01902,Needs Attention,5,3,3,2,8
CUST01903,Loyal Customers,3,5,3,4,12
CUST01904,Champions,4,4,4,5,13
CUST01905,Champions,4,5,4,5,14
CUST01906,Needs Attention,5,3,2,2,7
CUST01907,Loyal Customers,3,4,3,4,11
CUST01908,Hibernating,6,1,1,1,3
CUST01909,Potential Loyalists,2,4,2,3,9
CUST01910,Hibernating,6,2,2,2,6
CUST01911,Champions,4,4,4,5,13
CUST01912,Loyal Customers,3,4,3,3,10
CUST01913,Needs Attention,5,3,2,2,7
CUST01914,Loyal Customers,3,3,3,5,11
CUST01915,Hibernating,6,1,1,1,3
CUST01916,Loyal Customers,3,5,3,3,11
CUST01917,Hibernating,6,1,1,1,3
CUST01918,At Risk,1,1,2,4,7
CUST01919,Potential Loyalists,2,4,2,1,7
CUST01920,Hibernating,6,1,1,1,3
CUST01921,Needs Attention,5,3,2,3,8
CUST01922,Potential Loyalists,2,4,2,4,10
CUST01923,Hibernating,6,2,2,2,6
CUST01924,Needs Attention,5,3,2,1,6
CUST01925,Potential Loyalists,2,5,2,2,9
CUST01926,Hibernating,6,2,2,2,6
CUST01927,At Risk,1,1,2,4,7
CUST01928,Potential Loyalists,2,5,2,2,9
CUST01929,Hibernating,6,1,2,2,5
CUST01930,Loyal Customers,3,5,3,3,11
CUST01931,Loyal Customers,3,5,3,3,11
CUST01932,Potential Loyalists,2,5,2,4,11
CUST01933,Potential Loyalists,2,4,2,2,8
CUST01934,Potential Loyalists,2,4,2,2,8
CUST01935,Needs Attention,5,3,2,1,6
CUST01936,Potential Loyalists,2,4,2,1,7
CUST01937,Hibernating,6,2,2,2,6
CUST01938,Champions,4,4,4,4,12
CUST01939,Champions,4,4,4,5,13
CUST01940,Loyal Customers,3,5,3,4,12
CUST01941,Loyal Customers,3,3,4,5,12
CUST01942,Hibernating,6,1,1,1,3
CUST01943,Loyal Customers,3,3,4,5,12
CUST01944,Potential Loyalists,2,5,2,2,9
CUST01945,Hibernating,6,2,2,2,6
CUST01946,Hibernating,6,2,2,2,6
CUST01947,At Risk,1,2,3,3,8
CUST01948,At Risk,1,1,2,3,6
CUST01949,At Risk,1,2,2,3,7
CUST01950,Hibernating,6,2,2,2,6
CUST01951,Hibernating,6,2,2,2,6
CUST01952,Hibernating,6,1,1,1,3
CUST01953,At Risk,1,1,2,3,6
CUST01954,Loyal Customers,3,3,3,4,10
CUST01955,Champions,4,4,4,4,12
CUST01956,Needs Attention,5,3,2,1,6
CUST01957,Hibernating,6,1,1,1,3
CUST01958,Hibernating,6,2,2,2,6
CUST01959,Potential Loyalists,2,5,2,2,9
CUST01960,Potential Loyalists,2,4,2,3,9
CUST01961,Needs Attention,5,3,2,4,9
CUST01962,At Risk,1,2,3,4,9
CUST01963,At Risk,1,2,2,3,7
CUST01964,Potential Loyalists,2,5,2,3,10
CUST01965,Hibernating,6,1,1,1,3
CUST01966,Needs Attention,5,3,2,3,8
CUST01967,Loyal Customers,3,4,3,3,10
CUST01968,Needs Attention,5,3,2,4,9
CUST01969,Loyal Customers,3,3,3,4,10
CUST01970,Loyal Customers,3,3,3,4,10
CUST01971,Loyal Customers,3,5,3,5,13
CUST01972,Champions,4,5,5,5,15
CUST01973,At Risk,1,2,2,4,8
CUST01974,Needs Attention,5,3,2,2,7
CUST01975,Needs Attention,5,3,2,3,8
CUST01976,At Risk,1,2,4,5,11
CUST01977,Loyal Customers,3,3,3,4,10
CUST01978,Hibernating,6,1,2,2,5
CUST01979,Needs Attention,5,3,2,2,7
CUST01980,Loyal Customers,3,5,3,4,12
CUST01981,Needs Attention,5,3,2,4,9
CUST01982,Loyal Customers,3,4,3,4,11
CUST01983,Needs Attention,5,3,2,1,6
CUST01984,Champions,4,4,5,5,14
CUST01985,Needs Attention,5,3,2,5,10
CUST01986,Champions,4,5,4,5,14
CUST01987,Hibernating,6,2,2,1,5
CUST01988,Needs Attention,5,3,2,3,8
CUST01989,Needs Attention,5,3,2,2,7
CUST01990,Loyal Customers,3,3,4,5,12
CUST01991,Loyal Customers,3,3,3,4,10
CUST01992,Needs Attention,5,3,2,4,9
CUST01993,Champions,4,4,4,5,13
CUST01994,Needs Attention,5,3,2,3,8
CUST01995,Hibernating,6,2,2,2,6
CUST01996,Hibernating,6,1,1,1,3
CUST01997,Potential Loyalists,2,4,2,3,9
CUST01998,Champions,4,5,4,5,14
CUST01999,Loyal Customers,3,3,3,3,9
CUST02000,Hibernating,6,2,2,2,6
CUST02001,Potential Loyalists,2,5,2,2,9
CUST02002,Loyal Customers,3,4,3,5,12
CUST02003,Hibernating,6,1,2,1,4
CUST02004,Potential Loyalists,2,5,2,3,10
CUST02005,Potential Loyalists,2,5,3,2,10
CUST02006,At Risk,1,2,2,4,8
CUST02007,At Risk,1,1,3,4,8
CUST02008,Hibernating,6,1,1,1,3
CUST02009,Loyal Customers,3,4,3,5,12
CUST02010,At Risk,1,2,3,5,10
CUST02011,At Risk,1,2,2,3,7
CUST02012,Potential Loyalists,2,5,2,2,9
CUST02013,Potential Loyalists,2,5,2,2,9
CUST02014,Potential Loyalists,2,4,2,2,8
CUST02015,Hibernating,6,1,1,1,3
CUST02016,Potential Loyalists,2,5,2,1,8
CUST02017,Needs Attention,5,3,2,1,6
CUST02018,Potential Loyalists,2,4,2,3,9
CUST02019,Loyal Customers,3,3,4,5,12
CUST02020,Potential Loyalists,2,4,2,3,9
CUST02021,Champions,4,5,4,5,14
CUST02022,Potential Loyalists,2,4,2,1,7
CUST02023,Potential Loyalists,2,4,2,3,9
CUST02024,Champions,4,5,5,5,15
CUST02025,Champions,4,4,4,5,13
CUST02026,Champions,4,4,4,5,13
CUST02027,Loyal Customers,3,5,3,5,13
CUST02028,At Risk,1,2,2,3,7
CUST02029,Loyal Customers,3,3,3,3,9
CUST02030,Champions,4,5,4,4,13
CUST02031,At Risk,1,1,3,3,7
CUST02032,Hibernating,6,1,1,1,3
CUST02033,Hibernating,6,2,2,2,6
CUST02034,Potential Loyalists,2,5,2,2,9
CUST02035,At Risk,1,2,4,5,11
CUST02036,Loyal Customers,3,4,3,4,11
CUST02037,Potential Loyalists,2,5,2,2,9
CUST02038,Hibernating,6,1,1,1,3
CUST02039,At Risk,1,1,3,3,7
CUST02040,Potential Loyalists,2,5,2,2,9
CUST02041,Loyal Customers,3,5,3,5,13
CUST02042,Loyal Customers,3,3,4,5,12
CUST02043,Potential Loyalists,2,5,2,2,9
CUST02044,Loyal Customers,3,5,3,5,13
CUST02045,Hibernating,6,2,2,2,6
CUST02046,Hibernating,6,1,1,1,3
CUST02047,Loyal Customers,3,3,5,5,13
CUST02048,Hibernating,6,1,1,1,3
CUST02049,Loyal Customers,3,3,4,5,12
CUST02050,Loyal Customers,3,5,3,3,11
CUST02051,Loyal Customers,3,3,3,5,11
CUST02052,Loyal Customers,3,3,3,5,11
CUST02053,Loyal Customers,3,3,3,3,9
CUST02054,Potential Loyalists,2,4,2,3,9
CUST02055,Loyal Customers,3,3,4,5,12
CUST02056,Hibernating,6,1,1,1,3
CUST02057,Potential Loyalists,2,5,2,4,11
CUST02058,Potential Loyalists,2,5,2,3,10
CUST02059,Loyal Customers,3,3,4,5,12
CUST02060,Loyal Customers,3,4,3,4,11
CUST02061,At Risk,1,2,4,5,11
CUST02062,At Risk,1,1,2,3,6
CUST02063,Champions,4,4,4,5,13
CUST02064,Loyal Customers,3,3,4,5,12
CUST02065,Hibernating,6,1,2,2,5
CUST02066,Needs Attention,5,3,2,2,7
CUST02067,Loyal Customers,3,3,4,5,12
CUST02068,Loyal Customers,3,5,3,4,12
CUST02069,Hibernating,6,1,1,1,3
CUST02070,Needs Attention,5,3,2,2,7
CUST02071,Potential Loyalists,2,5,2,3,10
CUST02072,Champions,4,4,5,5,14
CUST02073,Potential Loyalists,2,4,2,2,8
CUST02074,Potential Loyalists,2,4,2,3,9
CUST02075,Hibernating,6,1,1,1,3
CUST02076,Hibernating,6,1,1,1,3
CUST02077,Loyal Customers,3,3,3,3,9
CUST02078,Champions,4,4,4,4,12
CUST02079,Champions,4,5,4,4,13
CUST02080,Hibernating,6,1,2,2,5
CUST02081,At Risk,1,1,3,4,8
CUST02082,At Risk,1,2,2,3,7
CUST02083,Loyal Customers,3,4,3,4,11
CUST02084,Hibernating,6,1,2,2,5
CUST02085,Potential Loyalists,2,5,2,2,9
CUST02086,Loyal Customers,3,4,3,4,11
CUST02087,Potential Loyalists,2,5,2,2,9
CUST02088,Loyal Customers,3,4,3,4,11
CUST02089,Potential Loyalists,2,5,2,2,9
CUST02090,Needs Attention,5,3,2,2,7
CUST02091,Potential Loyalists,2,5,2,3,10
CUST02092,At Risk,1,1,2,3,6
CUST02093,Loyal Customers,3,5,3,4,12
CUST02094,At Risk,1,2,3,3,8
CUST02095,At Risk,1,1,2,3,6
CUST02096,Loyal Customers,3,5,3,4,12
CUST02097,Needs Attention,5,3,2,1,6
CUST02098,Hibernating,6,1,1,1,3
CUST02099,At Risk,1,2,2,3,7
CUST02100,Potential Loyalists,2,4,2,2,8
CUST02101,Champions,4,5,5,5,15
CUST02102,Loyal Customers,3,5,3,3,11
CUST02103,Loyal Customers,3,4,3,3,10
CUST02104,Potential Loyalists,2,5,2,2,9
CUST02105,Champions,4,5,4,5,14
CUST02106,Loyal Customers,3,4,3,4,11
CUST02107,At Risk,1,2,3,4,9
CUST02108,Champions,4,5,4,5,14
CUST02109,Loyal Customers,3,4,3,5,12
CUST02110,Loyal Customers,3,4,3,4,11
CUST02111,Hibernating,6,1,1,1,3
CUST02112,Hibernating,6,1,1,1,3
CUST02113,Hibernating,6,1,1,1,3
CUST02114,Hibernating,6,2,2,1,5
CUST02115,Hibernating,6,1,1,1,3
CUST02116,Hibernating,6,1,2,2,5
CUST02117,At Risk,1,2,2,4,8
CUST02118,At Risk,1,2,2,4,8
CUST02119,Champions,4,4,4,5,13
CUST02120,Champions,4,4,4,5,13
CUST02121,Potential Loyalists,2,4,2,2,8
CUST02122,Hibernating,6,1,1,1,3
CUST02123,Hibernating,6,2,2,2,6
CUST02124,Loyal Customers,3,4,3,3,10
CUST02125,Hibernating,6,2,2,1,5
CUST02126,Hibernating,6,1,1,1,3
CUST02127,Hibernating,6,1,1,1,3
CUST02128,Potential Loyalists,2,4,2,4,10
CUST02129,At Risk,1,2,2,3,7
CUST02130,Loyal Customers,3,3,3,3,9
CUST02131,At Risk,1,2,4,4,10
CUST02132,Potential Loyalists,2,5,2,2,9
CUST02133,Champions,4,4,4,5,13
CUST02134,Hibernating,6,1,1,1,3
CUST02135,Needs Attention,5,3,2,3,8
CUST02136,Needs Attention,5,3,2,4,9
CUST02137,Loyal Customers,3,3,3,4,10
CUST02138,Hibernating,6,1,1,1,3
CUST02139,Potential Loyalists,2,4,2,2,8
CUST02140,Potential Loyalists,2,4,2,2,8
CUST02141,Loyal Customers,3,3,3,5,11
CUST02142,Needs Attention,5,3,2,4,9
CUST02143,Needs Attention,5,3,2,3,8
CUST02144,At Risk,1,1,2,3,6
CUST02145,At Risk,1,2,2,4,8
CUST02146,At Risk,1,2,2,3,7
CUST02147,Hibernating,6,2,2,1,5
CUST02148,Hibernating,6,1,2,2,5
CUST02149,Loyal Customers,3,3,3,5,11
CUST02150,Hibernating,6,1,1,1,3
CUST02151,Loyal Customers,3,4,3,5,12
CUST02152,Hibernating,6,2,2,1,5
CUST02153,Loyal Customers,3,3,3,3,9
CUST02154,At Risk,1,2,4,5,11
CUST02155,Hibernating,6,1,1,1,3
CUST02156,Hibernating,6,1,1,1,3
CUST02157,Needs Attention,5,3,2,3,8
CUST02158,At Risk,1,2,4,4,10
CUST02159,Champions,4,5,4,4,13
CUST02160,Potential Loyalists,2,5,2,2,9
CUST02161,Hibernating,6,1,2,2,5
CUST02162,Champions,4,5,5,5,15
CUST02163,At Risk,1,2,3,4,9
CUST02164,Needs Attention,5,3,2,2,7
CUST02165,Potential Loyalists,2,4,3,2,9
CUST02166,Potential Loyalists,2,5,2,3,10
CUST02167,Loyal Customers,3,4,3,4,11
CUST02168,At Risk,1,1,2,3,6
CUST02169,At Risk,1,2,4,5,11
CUST02170,At Risk,1,2,3,4,9
CUST02171,At Risk,1,2,2,3,7
CUST02172,Champions,4,5,4,5,14
CUST02173,Potential Loyalists,2,5,2,5,12
CUST02174,At Risk,1,2,3,3,8
CUST02175,Champions,4,4,4,4,12
CUST02176,At Risk,1,2,2,3,7
CUST02177,Hibernating,6,1,1,1,3
CUST02178,Loyal Customers,3,4,3,3,10
CUST02179,Potential Loyalists,2,5,2,2,9
CUST02180,Hibernating,6,2,2,2,6
CUST02181,Potential Loyalists,2,5,2,3,10
CUST02182,Loyal Customers,3,3,3,4,10
CUST02183,Loyal Customers,3,3,3,5,11
CUST02184,At Risk,1,2,3,4,9
CUST02185,Hibernating,6,1,1,1,3
CUST02186,At Risk,1,2,3,4,9
CUST02187,Hibernating,6,1,1,1,3
CUST02188,Hibernating,6,2,2,2,6
CUST02189,At Risk,1,2,4,5,11
CUST02190,At Risk,1,2,3,3,8
CUST02191,Hibernating,6,1,2,2,5
CUST02192,Potential Loyalists,2,5,2,3,10
CUST02193,Potential Loyalists,2,5,2,2,9
CUST02194,Loyal Customers,3,3,3,5,11
CUST02195,At Risk,1,2,5,5,12
CUST02196,Hibernating,6,1,2,2,5
CUST02197,Potential Loyalists,2,4,2,1,7
CUST02198,At Risk,1,2,2,3,7
CUST02199,At Risk,1,2,4,5,11
CUST02200,Loyal Customers,3,5,4,3,12
CUST02201,Hibernating,6,2,2,2,6
CUST02202,Champions,4,5,4,4,13
CUST02203,Loyal Customers,3,3,3,3,9
CUST02204,Hibernating,6,1,2,2,5
CUST02205,Hibernating,6,1,1,1,3
CUST02206,Hibernating,6,1,1,1,3
CUST02207,Champions,4,4,5,5,14
CUST02208,At Risk,1,2,2,3,7
CUST02209,Loyal Customers,3,4,3,3,10
CUST02210,At Risk,1,1,2,4,7
CUST02211,Potential Loyalists,2,5,2,4,11
CUST02212,Needs Attention,5,3,2,2,7
CUST02213,Champions,4,4,4,5,13
CUST02214,Hibernating,6,1,1,1,3
CUST02215,Potential Loyalists,2,4,2,1,7
CUST02216,At Risk,1,2,2,4,8
CUST02217,Potential Loyalists,2,4,2,2,8
CUST02218,Champions,4,4,4,5,13
CUST02219,Potential Loyalists,2,4,2,2,8
CUST02220,Needs Attention,5,3,2,1,6
CUST02221,Potential Loyalists,2,4,2,2,8
CUST02222,At Risk,1,2,2,3,7
CUST02223,Potential Loyalists,2,5,2,3,10
CUST02224,Hibernating,6,1,1,1,3
CUST02225,Hibernating,6,1,1,1,3
CUST02226,Loyal Customers,3,3,4,4,11
CUST02227,Potential Loyalists,2,4,2,3,9
CUST02228,At Risk,1,2,3,4,9
CUST02229,Loyal Customers,3,3,3,4,10
CUST02230,Potential Loyalists,2,4,2,2,8
CUST02231,Needs Attention,5,3,2,2,7
CUST02232,Potential Loyalists,2,5,2,1,8
CUST02233,Hibernating,6,2,2,2,6
CUST02234,At Risk,1,1,2,3,6
CUST02235,Needs Attention,5,3,2,1,6
CUST02236,At Risk,1,2,2,3,7
CUST02237,Loyal Customers,3,4,3,3,10
CUST02238,Loyal Customers,3,3,5,5,13
CUST02239,Potential Loyalists,2,4,2,2,8
CUST02240,Potential Loyalists,2,5,2,5,12
CUST02241,At Risk,1,2,4,5,11
CUST02242,Hibernating,6,2,2,2,6
CUST02243,At Risk,1,2,3,4,9
CUST02244,Champions,4,5,4,4,13
CUST02245,Loyal Customers,3,3,3,5,11
CUST02246,At Risk,1,1,4,5,10
CUST02247,Needs Attention,5,3,2,2,7
CUST02248,At Risk,1,2,2,4,8
CUST02249,Needs Attention,5,3,2,2,7
CUST02250,Loyal Customers,3,5,3,3,11
CUST02251,Hibernating,6,1,1,1,3
CUST02252,Needs Attention,5,3,2,3,8
CUST02253,Loyal Customers,3,3,5,5,13
CUST02254,Hibernating,6,2,2,1,5
CUST02255,Potential Loyalists,2,5,2,2,9
CUST02256,Potential Loyalists,2,4,2,2,8
CUST02257,Needs Attention,5,3,2,3,8
CUST02258,Hibernating,6,1,1,1,3
CUST02259,Loyal Customers,3,4,3,3,10
CUST02260,Needs Attention,5,3,2,2,7
CUST02261,Loyal Customers,3,3,4,5,12
CUST02262,At Risk,1,2,3,4,9
CUST02263,Hibernating,6,2,2,2,6
CUST02264,Loyal Customers,3,4,3,4,11
CUST02265,Potential Loyalists,2,4,2,1,7
CUST02266,Potential Loyalists,2,5,2,2,9
CUST02267,Hibernating,6,1,1,1,3
CUST02268,Hibernating,6,1,2,2,5
CUST02269,Champions,4,5,4,5,14
CUST02270,At Risk,1,2,3,3,8
CUST02271,At Risk,1,2,2,3,7
CUST02272,Loyal Customers,3,3,4,5,12
CUST02273,At Risk,1,1,2,3,6
CUST02274,Needs Attention,5,3,2,2,7
CUST02275,Potential Loyalists,2,4,2,1,7
CUST02276,Hibernating,6,1,1,1,3
CUST02277,Hibernating,6,1,1,1,3
CUST02278,Hibernating,6,2,2,1,5
CUST02279,Champions,4,4,4,5,13
CUST02280,At Risk,1,2,2,4,8
CUST02281,At Risk,1,2,3,4,9
CUST02282,Potential Loyalists,2,5,2,1,8
CUST02283,Hibernating,6,2,2,1,5
CUST02284,Champions,4,4,4,4,12
CUST02285,Potential Loyalists,2,5,2,3,10
CUST02286,Hibernating,6,1,1,1,3
CUST02287,At Risk,1,2,3,5,10
CUST02288,Loyal Customers,3,3,4,5,12
CUST02289,At Risk,1,2,4,5,11
CUST02290,Loyal Customers,3,3,4,5,12
CUST02291,Hibernating,6,1,1,1,3
CUST02292,Loyal Customers,3,5,3,3,11
CUST02293,Hibernating,6,1,1,1,3
CUST02294,Loyal Customers,3,5,3,3,11
CUST02295,Loyal Customers,3,4,3,3,10
CUST02296,Needs Attention,5,3,2,2,7
CUST02297,Potential Loyalists,2,4,2,2,8
CUST02298,At Risk,1,2,4,5,11
CUST02299,At Risk,1,2,2,3,7
CUST02300,At Risk,1,2,4,5,11
CUST02301,At Risk,1,2,4,4,10
CUST02302,Needs Attention,5,3,2,2,7
CUST02303,Potential Loyalists,2,4,2,2,8
CUST02304,Potential Loyalists,2,4,2,2,8
CUST02305,Champions,4,4,4,5,13
CUST02306,Loyal Customers,3,3,3,5,11
CUST02307,Potential Loyalists,2,4,2,2,8
CUST02308,Hibernating,6,2,2,2,6
CUST02309,Hibernating,6,1,1,1,3
CUST02310,Loyal Customers,3,4,3,4,11
CUST02311,Hibernating,6,1,1,1,3
CUST02312,Hibernating,6,1,1,1,3
CUST02313,Hibernating,6,1,2,2,5
CUST02314,Potential Loyalists,2,5,2,2,9
CUST02315,Loyal Customers,3,4,3,3,10
CUST02316,Potential Loyalists,2,5,2,2,9
CUST02317,Champions,4,5,5,5,15
CUST02318,Needs Attention,5,3,2,2,7
CUST02319,Potential Loyalists,2,4,2,3,9
CUST02320,At Risk,1,2,3,2,7
CUST02321,At Risk,1,1,3,3,7
CUST02322,Loyal Customers,3,4,3,4,11
CUST02323,Needs Attention,5,3,2,2,7
CUST02324,Hibernating,6,1,2,1,4
CUST02325,Champions,4,5,4,4,13
CUST02326,Potential Loyalists,2,5,2,3,10
CUST02327,Hibernating,6,1,2,1,4
CUST02328,Potential Loyalists,2,5,2,2,9
CUST02329,At Risk,1,2,4,5,11
CUST02330,Loyal Customers,3,3,4,5,12
CUST02331,Loyal Customers,3,5,3,5,13
CUST02332,Loyal Customers,3,5,3,5,13
CUST02333,Potential Loyalists,2,5,2,2,9
CUST02334,Potential Loyalists,2,5,2,4,11
CUST02335,Loyal Customers,3,4,3,3,10
CUST02336,Loyal Customers,3,3,3,3,9
CUST02337,Potential Loyalists,2,5,2,5,12
CUST02338,Loyal Customers,3,4,3,4,11
CUST02339,Champions,4,4,5,5,14
CUST02340,Champions,4,4,5,5,14
CUST02341,Potential Loyalists,2,4,2,2,8
CUST02342,Loyal Customers,3,3,3,4,10
CUST02343,Potential Loyalists,2,4,2,3,9
CUST02344,Potential Loyalists,2,5,2,2,9
CUST02345,Potential Loyalists,2,4,2,4,10
CUST02346,Champions,4,5,4,4,13
CUST02347,At Risk,1,2,2,3,7
CUST02348,At Risk,1,2,2,5,9
CUST02349,Loyal Customers,3,3,4,4,11
CUST02350,At Risk,1,2,4,5,11
CUST02351,Hibernating,6,1,1,1,3
CUST02352,Loyal Customers,3,5,3,4,12
CUST02353,At Risk,1,1,2,3,6
CUST02354,Potential Loyalists,2,5,2,2,9
CUST02355,Potential Loyalists,2,5,2,1,8
CUST02356,Loyal Customers,3,4,3,3,10
CUST02357,Champions,4,4,4,5,13
CUST02358,Needs Attention,5,3,2,4,9
CUST02359,Loyal Customers,3,4,3,4,11
CUST02360,Loyal Customers,3,4,3,3,10
CUST02361,Potential Loyalists,2,4,2,2,8
CUST02362,Loyal Customers,3,5,3,5,13
CUST02363,Loyal Customers,3,5,3,5,13
CUST02364,At Risk,1,1,3,3,7
CUST02365,Champions,4,5,5,5,15
CUST02366,Hibernating,6,1,1,1,3
CUST02367,Loyal Customers,3,3,4,5,12
CUST02368,At Risk,1,1,2,3,6
CUST02369,Potential Loyalists,2,4,2,2,8
CUST02370,Loyal Customers,3,4,3,4,11
CUST02371,Champions,4,4,4,4,12
CUST02372,Potential Loyalists,2,4,2,3,9
CUST02373,Loyal Customers,3,5,3,4,12
CUST02374,Needs Attention,5,3,2,1,6
CUST02375,Needs Attention,5,3,2,2,7
CUST02376,Loyal Customers,3,5,3,3,11
CUST02377,Loyal Customers,3,4,3,5,12
CUST02378,Loyal Customers,3,5,3,3,11
CUST02379,Hibernating,6,2,2,2,6
CUST02380,Hibernating,6,2,2,1,5
CUST02381,Potential Loyalists,2,5,2,3,10
CUST02382,At Risk,1,2,3,4,9
CUST02383,Hibernating,6,2,2,2,6
CUST02384,Loyal Customers,3,3,3,4,10
CUST02385,Potential Loyalists,2,4,2,3,9
CUST02386,Loyal Customers,3,5,3,4,12
CUST02387,Hibernating,6,2,2,1,5
CUST02388,Needs Attention,5,3,2,5,10
CUST02389,At Risk,1,2,3,3,8
CUST02390,Hibernating,6,1,1,1,3
CUST02391,Needs Attention,5,3,2,3,8
CUST02392,At Risk,1,2,3,4,9
CUST02393,Hibernating,6,2,2,2,6
CUST02394,Champions,4,4,4,5,13
CUST02395,Hibernating,6,1,1,1,3
CUST02396,Hibernating,6,2,2,2,6
CUST02397,Needs Attention,5,3,2,2,7
CUST02398,Loyal Customers,3,3,3,3,9
CUST02399,Hibernating,6,1,1,1,3
CUST02400,Hibernating,6,2,2,2,6
